Panel,α,β,γ,δ,θ_D,F_D,η_D,θ_P,F_P,η_P,Z,b,g,N
All,0.2,0.0,0.0,0.6,0.5,0.0,1.0,0.7,1.0,1.0,1,-6.0,step,14
